component,vif,max_corr_with_others,multicollinearity_flag
z1_netfed,6.01607829244354,0.3073875251574923,True
z2_m2_yoy,1.1276940360462033,0.30156233031105684,False
z3_banklend_yoy,1.632602757907272,0.214612918516582,False
z4_dxy_inv,1.2903348367611727,0.3073875251574923,False
z5_funding_stress,7.581132263387485,0.29135823200521743,True
