variant,frame,fr_source,horizon,n_obs,alpha,beta,beta_se_nw,t_nw,t_hh,pvalue_nw,r2_in,r2_oos,cw_stat,cw_pvalue,p_neg,p_neg_ci_lo,p_neg_ci_hi,p_below_5pct,rho_ar1,beta_stambaugh
bi_spx_proxy,long_run,robustness_spxtr_only,h_120m,341,0.09506561900129609,-0.08242039128754311,0.011844975740367383,-6.958257500406393,-8.309124260017214,1.7869155347501305e-11,0.6741986651977633,-0.13538858839422785,3.5880810571697257,0.00016656036764406412,0.0,0.0,0.0,0.07352941176470588,0.982089009064153,-0.08205233700566533
bi_spx_proxy,long_run,robustness_shiller_only,h_60m,833,0.07180564894878863,-0.002098332611027021,0.008994343284588225,-0.2332946991941598,-0.1922724299735716,0.8155900276018165,0.0014103991789953252,-0.00807501520905185,-5.262463987322665,0.9999999289312443,0.18562874251497005,0.12574850299401197,0.25149700598802394,0.2754491017964072,0.9913077406010267,-0.0019316473474163764
bi_spx_proxy,long_run,robustness_shiller_only,h_120m,773,0.06597617788115173,-0.009198881174864016,0.00910389498631265,-1.0104335769134174,-1.0613829261854193,0.31260460159433745,0.05397089132679511,0.10812438126423307,11.87280571505924,0.0,0.3051948051948052,0.23376623376623376,0.37662337662337664,0.525974025974026,0.9906667847747794,-0.009075633353657775
bi_spx_proxy,current_regime,primary,h_12m,882,0.12545254466271447,-0.032293692573433945,0.009751238850967915,-3.311752800540667,-2.5902641757880946,0.0009648994215892068,0.09586072437048809,-0.02918553875580665,3.250127673151232,0.0005767660411704068,0.4519774011299435,0.3785310734463277,0.5254237288135594,0.5028248587570622,0.9677234394877373,-0.032075701837319004
bi_spx_proxy,current_regime,primary,h_36m,858,0.11405974288100619,-0.02641610745736216,0.006863333974766968,-3.848873966279496,-4.158139832022322,0.00012748935437314522,0.22120205829992312,0.1699373279114228,6.339139285120848,1.1552614420651253e-10,0.09883720930232558,0.05813953488372093,0.1511627906976744,0.16279069767441862,0.9675468219906462,-0.026360758428036805
bi_spx_proxy,current_regime,primary,h_60m,834,0.10917596483218135,-0.021031505449697445,0.0029993575111943974,-7.012003527822972,-6.787577431207147,4.862593637316029e-12,0.2428373507269901,0.3174504460745611,9.206759901543482,0.0,0.2275449101796407,0.16766467065868262,0.2994011976047904,0.47904191616766467,0.9686001429177428,-0.020970738627238163
bi_spx_proxy,current_regime,primary,h_120m,774,0.10489116435946738,-0.01676404581504143,0.00292999778687459,-5.721521664671129,-7.261663272048164,1.510244610191753e-08,0.3334145071888235,0.5396283781147619,10.279238352613833,0.0,0.0,0.0,0.0,0.07096774193548387,0.9697757086253284,-0.016720464982539967
bi_spx_proxy,current_regime,robustness_spxtr_only,h_60m,401,0.11097836394943011,-0.022445327497380218,0.0035971958897423758,-6.239673397099236,-5.583309970738151,1.1205027924504006e-09,0.3220242257539162,-0.18123611650959948,3.529415953631443,0.00020823898400024188,0.4125,0.3125,0.525,0.6375,0.984668045164986,-0.022362398470206296
bi_spx_proxy,current_regime,robustness_spxtr_only,h_120m,341,0.10276952757999464,-0.019212729454270466,0.0026990068227818074,-7.1184441966205645,,6.555891164870556e-12,0.5934507068503443,-0.1662740961376281,6.77602001689021,6.176614775199596e-12,0.0,0.0,0.0,0.0,0.9867042579875438,-0.01909780982566346
bi_spx_proxy,current_regime,robustness_shiller_only,h_60m,833,0.07205289947446379,-0.020529276277515395,0.002659230712298919,-7.720005707879227,-8.082850182548167,3.3390076854830865e-14,0.19962688564524855,0.3231242996665161,10.245860617551847,0.0,0.46107784431137727,0.38922155688622756,0.5389221556886228,0.5508982035928144,0.9685480398174214,-0.02045298954879277
