,bi_allequity_pct,bi_wilshire_pct,bi_spx_proxy,cape,qratio,ey_deficit,mean_reversion,crestmont
2001-03-31,138.6811809596178,104.03639028301055,113.22706316173213,32.32583723617875,1.0026211343238947,-1.1240614440068857,2207.045535116345,28.12101600033401
2001-04-30,147.18016794037175,111.15165497243488,120.44413564603383,32.1739011683607,1.0026211343238947,-1.2372277608306215,2205.7087786319953,28.065375532150878
2001-05-31,147.18016794037175,112.1088086920285,121.0572104473182,34.07464321714004,1.0026211343238947,-1.1598939393668717,2344.392056035453,29.788998269410698
2001-06-30,147.18016794037175,110.16017132842535,118.27620289746697,33.06853441111278,1.0603617615654413,-0.9922825996494709,2282.1126638904498,28.95780978979711
2001-07-31,124.67477887378963,108.26513685746957,116.76684374113552,32.16303868744437,1.0603617615654413,-0.5890663700223753,2225.2451247183103,28.197425663252066
2001-08-31,124.67477887378963,101.57929889211555,109.2820121266792,31.404318760780136,1.0603617615654413,-0.9341828174789195,2177.301988028169,27.55200720493952
2001-09-30,124.67477887378963,92.3911954849477,100.34725949880944,27.6673925868625,0.9037281786515086,-1.5326070964034257,1921.3334674144703,24.27953103611776
2001-10-31,138.5919563546243,94.10852549698639,101.56891501280647,28.577373113360107,0.9037281786515086,-1.0557087267009369,1986.7826252250984,25.072109257682193
2001-11-30,138.5919563546243,101.17658824711573,109.20445772834205,30.00510381105683,0.9037281786515086,-0.5782287176205703,2088.2825726042843,26.316780279022286
2001-12-31,138.5919563546243,102.88183253183489,110.0392208393288,30.499953255020458,1.0656149623834745,0.25958231248002006,2124.857573953028,26.740916484781156
2002-01-31,138.70659804330688,100.36167770449471,107.08018615130229,30.27720443309601,1.0656149623834745,0.594980709212213,2111.318358540373,26.534026496386176
2002-02-28,138.70659804330688,98.17014179977257,104.85933676148248,29.08570415200844,1.0656149623834745,0.33422842545368425,2030.0784099128236,25.477993292874338
2002-03-31,138.70659804330688,102.38849726075487,108.71076712394726,30.292130640918685,1.061140110015191,0.5032166859669913,2116.1512035934,26.5217437282564
2002-04-30,121.43837038207259,96.39221853477403,101.05503304790166,29.005883253118697,1.061140110015191,0.1230792882186531,2028.0338518770857,25.382450652654285
2002-05-31,121.43837038207259,95.13574964821645,100.1457094803084,28.128107508688345,1.061140110015191,0.42307022845200004,1968.4292488181313,24.602607164398815
2002-06-30,121.43837038207259,88.34443913954289,92.85047582244451,26.38767254118336,0.9332545279853797,0.0729359085227066,1848.4291005836574,23.07103573297307
2002-07-31,100.89833066886136,80.41963325960268,84.79553436276451,23.463120467431448,0.9332545279853797,-1.07679642820821,1645.30017075236,20.50748532648504
2002-08-31,100.89833066886136,80.77512876305548,85.21038713393881,23.588713528842376,0.9332545279853797,-1.7821324485546697,1656.0977095323742,20.613711580346724
2002-09-30,100.89833066886136,72.56613962064483,75.83248211380551,22.365036801224335,0.7821433480290632,-2.1155664581591194,1572.293123743094,19.543697226465333
2002-10-31,106.84927531541346,77.47815780208528,81.81367731576017,21.956233863659083,0.7821433480290632,-2.64040148578924,1545.8514914092664,19.188629265043563
2002-11-30,106.84927531541346,82.0242205568244,86.48275402763659,23.348396502725137,0.7821433480290632,-2.4313710120635683,1645.8779209459458,20.402189364573896
2002-12-31,106.84927531541346,77.36517065252376,81.26502616504709,23.10144253768564,0.840614284233384,-2.6756440272835142,1630.0296766445547,20.17797772364609
2003-01-31,102.49140671277377,74.5915354242772,78.24004539535471,22.898348576613227,0.840614284233384,-2.1771271605207816,1616.824801541002,19.987020662711252
2003-02-28,102.49140671277377,73.19961619640854,76.90968117833658,21.214102123415287,0.840614284233384,-2.9438455079663233,1499.1328443063899,18.506666131390595
2003-03-31,102.49140671277377,73.93607668272432,77.54697592697,21.309719026990994,0.799335273411087,-2.6626944401913284,1507.2714299267102,18.581574472457515
2003-04-30,116.82346297978764,78.93549566203268,82.81020967324206,22.42793957773091,0.799335273411087,-2.2987243359301592,1587.9856667165398,19.549722322914878
2003-05-31,116.82346297978764,83.6340409927615,87.025138440692,23.59108045348149,0.799335273411087,-2.468890210950146,1672.6638071389646,20.563907749211484
2003-06-30,116.82346297978764,84.7647286364287,88.01045819327138,24.83222325953107,0.8997750864046027,-2.12702564949025,1763.7426946107785,21.6538531449409
2003-07-31,118.70165040600713,84.80216615985225,87.47502985480851,24.86732910126879,0.8997750864046027,-1.6113405948328303,1769.9203739260465,21.699846399987017
2003-08-31,118.70165040600713,86.72315942358931,89.04025440977333,24.642251409932175,0.8997750864046027,-1.7680707637652997,1757.8617181338027,21.52239568943703
2003-09-30,118.70165040600713,85.66068137447301,87.97321645130974,25.243686752606266,0.9377656155809981,-2.0113865034858893,1805.1285180345574,22.070745489696694
2003-10-31,129.5463715722946,89.1892022269056,91.18958138919163,25.682756070579696,0.9377656155809981,-1.963663114861444,1841.273853337838,22.481756177414194
2003-11-30,129.5463715722946,90.3127752450195,91.83962751476867,25.94679821842013,0.9377656155809981,-1.8240400691522733,1866.117582791328,22.75379412270475
2003-12-31,129.5463715722946,94.22782919261667,96.501907603687,26.635170511081537,0.9682978216271318,-1.754434384356394,1922.8399795984808,23.413208617016096
2004-01-31,132.91767892288195,95.02128391420291,96.92413591100208,27.658540355736587,0.9682978216271318,-1.7655197893246468,2005.3599517818577,24.384457673826656
2004-02-29,132.91767892288195,96.2694758396856,98.1074855851606,27.650862036740225,0.9682978216271318,-2.0065237766232427,2013.6813950590763,24.45200596329847
2004-03-31,132.91767892288195,95.13137783388852,96.50255152310488,26.88653038403586,0.9608071197799586,-2.2393344984139705,1966.8735341782285,23.850810626143105
2004-04-30,132.37969043529517,91.56984854373573,93.3937739028854,26.90057750844489,0.9608071197799586,-1.6073923113214588,1976.958129042553,23.9401656369892
2004-05-31,132.37969043529517,92.70549000622418,94.52404066555535,25.902814292943756,0.9608071197799586,-1.8605843700636506,1912.4266716287677,23.126901121864808
2004-06-30,132.37969043529517,94.52073074955673,96.22028429221895,26.401285366474905,0.946421935180618,-1.687694372145335,1958.2043616763312,23.64795755728873
2004-07-31,128.1103510867303,89.39993916520827,91.47449546511277,25.69588864626855,0.946421935180618,-1.8816731534996585,1914.713005741816,23.090975632587206
2004-08-31,128.1103510867303,89.5570117221423,91.68372805467462,25.174462226477775,0.946421935180618,-2.1922794910321013,1884.4394019261215,22.69466331242285
2004-09-30,128.1103510867303,91.04059244395751,92.54224590232127,25.668406776357696,0.893696813620694,-2.1258397718749973,1930.0661015534495,23.21222239887056
2004-10-31,137.62210017327075,90.86170825374535,92.17688955113,25.411655665489334,0.893696813620694,-2.305202070906637,1919.1827241880567,23.049623584156613
2004-11-30,137.62210017327075,94.97422791407593,95.73445097585153,26.465310814818046,0.893696813620694,-2.0285311005684297,2006.9950087172776,24.071146514501628
2004-12-31,137.62210017327075,98.291015429827,98.8418120552163,27.14480869474124,0.9404309798952722,-2.00394565327598,2066.540365462428,24.751262075174825
2005-01-31,133.23908464179465,93.80679567139286,94.5304727919845,26.587250697970383,0.9404309798952722,-2.111201228964746,2031.5961877163086,24.299303038618934
2005-02-28,133.23908464179465,95.59690016372454,96.8623850365674,26.744863128101194,0.9404309798952722,-2.0390357737493385,2051.0967890641296,24.49884188434594
2005-03-31,133.23908464179465,93.79319955190529,94.47605617131474,26.339142131057933,0.915126749812831,-2.0066308660480057,2027.1558860579412,24.179622643530546
2005-04-30,134.89381749386501,90.4879006509167,91.46322485208141,25.408922569114466,0.915126749812831,-2.325625358690096,1962.266500218397,23.37347762563111
2005-05-31,134.89381749386501,93.87795363296668,94.20273363984528,25.65023018718297,0.915126749812831,-2.268600490921461,1987.6489569444443,23.64329501535157
2005-06-30,134.89381749386501,94.59698225753672,94.18929304839017,26.068394871883992,0.9148645900112166,-2.166062806761255,2027.0414045629818,24.078748352164343
2005-07-31,136.76238765386748,96.81529171196252,95.94383390564238,26.28787109125475,0.9148645900112166,-1.8840356958866575,2051.2536788126918,24.332886657471562
2005-08-31,136.76238765386748,95.70193317020976,94.8671497107979,26.104381410936153,0.9148645900112166,-2.180774551819338,2044.198963251018,24.215887813644343
2005-09-30,136.76238765386748,96.2779371572149,95.52637584598065,25.730122990164478,0.9138918265167053,-2.1064952195613564,2022.242297384306,23.9228762764844
2005-10-31,136.58433179197797,93.2304092365467,92.55307180884918,24.876538723647965,0.9138918265167053,-2.0198518415642237,1962.2746215361449,23.181576282344512
2005-11-30,136.58433179197797,96.7863393333517,95.80965539947547,25.931783309069022,0.9138918265167053,-1.7362716188140976,2053.525412993421,24.226251985585407
2005-12-31,136.58433179197797,96.76467512932331,95.71840664805458,26.443803114292407,0.8778155309023103,-1.7216043164363057,2103.031554535061,24.776212058648387
2006-01-31,142.62439003585516,98.12194190059016,96.17147374384146,26.46870262668572,0.8778155309023103,-1.778046903559984,2114.674749710035,24.879157652375962
2006-02-28,142.62439003585516,97.89480770249486,96.21504871944568,26.2496247635833,0.8778155309023103,-1.789578266380869,2106.9848947533974,24.754632690099765
2006-03-31,142.62439003585516,99.67296304458635,97.27887915833448,26.32783777866769,0.9093623081537292,-1.448261020926894,2123.4349522772773,24.913629307994825
2006-04-30,136.76258363008367,99.50569093425045,97.36074488785344,26.147280943874524,0.9093623081537292,-1.4344894455622859,2119.239669516129,24.830249498287987
