eigenvalue,proportion,cumulative
3.5126281719719143,0.7645488982153275,0.7645488982153275
0.488324913246199,0.10628744521623734,0.8708363434315648
0.2990045597666125,0.06508050255788657,0.9359168459894514
0.21356288408571783,0.046483504582200554,0.9824003505716519
0.08085947745546752,0.01759964942834806,0.9999999999999999
