,bi_allequity_pct,bi_wilshire_pct,bi_spx_proxy,cape,qratio,ey_deficit,mean_reversion,crestmont
1949-09-30,,,58.65315804749626,9.88404836173828,,-5.35166563032807,212.54013713389122,11.437328414565577
1949-10-31,,,60.04456943159708,10.169850844772135,,-4.646633444744973,219.8684885021097,11.795813150477757
1949-11-30,,,60.11943048051429,10.215861011650636,,-5.817474233429609,221.97600094537816,11.8735460465299
1949-12-31,,,62.85213952300155,10.529330904131136,0.3714256071951145,-5.103424174883732,229.8322358050847,12.257095661914352
1950-01-31,,,64.35889936098684,10.745733299747899,0.3714256071951145,-4.902685828927656,235.55483319148934,12.523952228543461
1950-02-28,,,65.00060103448064,10.911564066731673,0.3714256071951145,-5.563251463266312,240.15987436170215,12.729840267331403
1950-03-31,56.563461886655794,,65.2648386847625,10.910946522976246,,-5.96310489961113,241.08762341101698,12.739902915642562
1950-04-30,54.50880966285413,,65.33129620587225,11.17802160095609,,-5.308396798354719,247.89643813559323,13.057668996845608
1950-05-31,54.50880966285413,,68.31413565655416,11.461543104586223,,-5.901327279793112,255.15260717299583,13.394117353795554
1950-06-30,,,64.34915142329218,11.554126144044279,,-5.812340050519261,258.21416869747895,13.506597512627645
1950-07-31,,,62.759436583047076,10.539745658930986,,-8.730658699925867,236.49402302904562,12.326173069004698
1950-08-31,,,64.79982185312373,11.040611670261535,,-8.692476188983544,248.71759022633745,12.91519802268255
1950-09-30,,,68.42326817823444,11.337391102277296,,-8.425754922327254,256.4342225409836,13.265581934264933
1950-10-31,,,64.74276441518357,11.66244403910526,,-9.864500387740952,264.8806293699187,13.649735080587659
1950-11-30,,,64.67646026952235,11.542173388716295,,-9.917058823003632,263.2771697368421,13.514044269681262
1950-12-31,,,67.72629847802877,11.306665788890763,0.4191501258962456,-12.22737703242227,259.06845250000003,13.245398433234046
1951-01-31,,,69.1573746930384,11.895759839437062,0.4191501258962456,-13.921463047012743,273.83842706692917,13.947282449617518
1951-02-28,,,69.60437207529375,12.141507370682692,0.4191501258962456,-15.018745096829672,280.7223540856031,14.244120370741033
1951-03-31,55.11978621325541,,68.58265966788852,11.841626487283097,,-15.178486431794312,274.93134273255816,13.898241077258286
1951-04-30,52.48601190476191,,68.19387512111726,11.951097197083955,,-15.091966473817882,278.617431007752,14.032632031356279
1951-05-31,52.48601190476191,,65.42720430701932,11.863875406269178,,-15.104982692748553,277.6683037644788,13.93479927470593
1951-06-30,,,63.72463461189223,11.615664857025179,,-14.816759892761352,272.8569058880309,13.645521203746261
1951-07-31,,,66.5014846142244,11.778190092457809,,-13.334148479726995,277.6683037644788,13.840576977406256
1951-08-31,,,69.11404590717092,12.256989084145143,,-12.108805986280979,289.82341418918924,14.402171643314833
1951-09-30,,,69.05466661280624,12.44495315715004,,-12.359265591012718,295.0156295019157,14.619206540888253
1951-10-31,,,66.6907479221174,12.309457904118695,,-11.975399638316993,292.38762442748094,14.449675119377298
1951-11-30,,,66.51631121407965,11.852030617771048,,-12.65829716239853,282.09841562500003,13.90544968673696
1951-12-31,,,69.1037057107683,12.147072568106783,0.4671981214476499,-11.561602872124016,289.69632066037735,14.24512618101132
